"low_dim_rep","iLISI","1-cLISI","f1LISI"
"origin_pca",0.273343149359736,0.995555879551644,0.428920462983905
"limma_pca",0.334788546826949,0.92148736333521,0.491139586128927
"fastMNN_pca",0.350719565020025,0.995008462790876,0.518632187261386
"combat_pca",0.293592984290428,0.994580482752822,0.453357966949356
"scMerge_pca",0.478225869204213,0.961045755775411,0.638652126428494
"scMerge2_pca",0.40351998980801,0.932877942133489,0.563357498099303
